Tagline,Rate,Rating,Level,Number_of_jobs,Category,Skills
Flash/Flex ActionScript 2.0 | ActionScript 3.0 |,$11,0,1,0,IT & Programming,"Adobe Flash, Adobe Flex, ActionScript, Javascript, HTML5, CSS3, OOPS"
,$11,0,1,0,Admin Support,"Microsoft Excel, Computer Skills, Online Writing, Adobe Photoshop, Database Testing, Desktop Applications, Desktop Support, Helpdesk, Customer Service, General Office Skills"
PHP/JavaScript Developer with 6+ expericence,$11,0,1,0,IT & Programming,"HTML5, WordPress, HTML, CSS, CakePHP, Chrome Extension, Core Java, DHTML, Data Modeling, Data Structures"
,,0,1,0,Finance & Management,"AccountMate, Accounting, Accounts Payable Management, Accounts Receivable Management, Acquisitions, Analytics, Auditing, Bookkeeping, Budgeting & Forecasting, Business Analysis"
Graphic Designer,$22,0,1,0,Writing & Translation,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint, Content Writing, English, Online Writing, Creative Writing"
,,36,1,0,Writing & Translation,"Joomla!, OOPS, PHP, Windows 7 Administration, iPhone App Development"
"Expert T-shirt Designer, Expert Drupal Developer",$8,0,1,0,Admin Support,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Computer Skills, 3D Logo"
The Complete Solution Provider For IT,$16,55,3,2,IT & Programming,"JavaScript, AJAX, jQuery, MySQL, ASP.NET, .NET, HTML, Web Applications, XML, C#"
Expert: Communication and Human Resources,$8,48,1,0,Admin Support,"Internet Marketing, Advertising, Customer Service, Call Center Skills, Phone Support, General Office Skills, Computer Skills, Business Analysis, Marketing"
,$135,0,1,0,IT & Programming,b for ball
,$5,0,1,0,IT & Programming,"Adobe Photoshop, WordPress, Microsoft Excel, Computer Skills, C, C#, C++, Database Testing, Defect Tracking, HTML"
"SMM, SMO,Article Writng, English-Nepali Traslation",$9,60,1,0,Sales & Marketing,"Article Writing, Social Media Marketing, Creative Writing, Communication, Broadcast Journalism, Content Writing, Social Media Strategist, Advertising, Blogs, Communications"
Jibesh,$5,0,1,0,Writing & Translation,"Content Writing, Blog Writing, Blog Designing, offline typing, online typing"
,$16,0,2,0,IT & Programming,"PHP5, HTML5, WordPress, HTML, MySQL Administration, CSS, eCommerce Consulting, jQuery, magento, Magento"
.NET/Wordpress/WCF/SSIS/VB/ASP/PHP,$12,0,2,0,IT & Programming,"ASP.NET, .NET Framework, AJAX, VB.NET, SQL Programming, C#, CSS, eCommerce Consulting, Javascript, Web Services"
"Hardware Problem, Designing, E-mail Marketi",$9,0,1,0,Admin Support,"C, Adobe CS5, Adobe Illustrator, Adobe Illustrator CS6, Adobe InDesign CS6, Adobe Photoshop CS6, Computer Hardware Design, Photo Editing, BPO IT services, Computer Repair"
,$5,0,1,0,Writing & Translation,"Typing, Adobe Photoshop, Facebook Marketing, Creative Writing"
,$10,0,1,0,Writing & Translation,I've good experience in typing
Web Developer,$9,0,1,0,IT & Programming,"Adobe Photoshop, HTML5, WordPress, HTML, CSS, Javascript, Web Design"
,$9,0,1,0,IT & Programming,"Java, PHP, C, C++, Android, Adobe Photoshop, MySQL Administration"
Expert Writer and editor,$5,0,1,0,Writing & Translation,"Academic Writing, Article Rewriting, Article Spinning, Article Writing, Biography Writing, Blog Commenting, Blog Writing, Blogging, Book Writing, Child Counseling"
,$3,0,1,0,Writing & Translation,Copywriting
"Virtual Assistant, Data Entry, Customer Support",$3,0,2,1,Admin Support,"Microsoft Word, Administrative Support, Blogging, WordPress, Magento, Microsoft Excel, Twitter API, Facebook Marketing, Proofreading, Shopify"
,$5,0,1,0,Admin Support,"Data Entry, Microsoft Office, Typing"
Advertising specialist,,0,2,0,Design & Multimedia,"Adobe Photoshop, Content Writing, Social Media Marketing, Photography, Report Writing, Internet Marketing, Animation, Copywriting, Adobe Illustrator, Adobe InDesign"
Expert javascript and C++ programmar,$14,48,1,0,IT & Programming,"Application Programming, Web Programming, Javascript, HTML, AJAX, Digital Electronics"
Java Developer,$8,0,1,0,IT & Programming,"JSP, Grails, Groovy, Java, Servlet, MY SQL, MS SQL, PHP"
Data Entry Operator,$4,0,1,0,Admin Support,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, General Office Skills, Editing, Microsoft Outlook"
I deliver,$55,0,1,0,Writing & Translation,"Adobe Photoshop, Search Engine Optimization (SEO), WordPress, Content Writing, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, Online Writing, Creative Writing"
Software Engineer,$16,0,1,0,Writing & Translation,"Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Computer Skills, Content Writing, Online Writing, English, Report Writing, Creative Writing, AJAX"
,$3,0,1,0,Finance & Management,"I am a Chartered Accountan's students. Accounting, Financial management."
,,0,1,0,IT & Programming,"PHP, Java, HTML, CSS, JavaScript, JSP, WordPress, Laravel, jQuery, AngularJS"
"Editor, writer, proof reader, data entry",$11,0,1,0,Writing & Translation,"Word Processing, Data Entry, Microsoft Office, Typing, Administrative Support, Computer Skills, Phone Support, Virtual Assistant"
"Expert Word Press Development,",$13,60,1,0,IT & Programming,"WordPress, Content Writing, Adobe Photoshop, Search Engine Optimization (SEO), HTML5, jQuery, MySQL Administration, Adobe Illustrator, Adobe InDesign, Adobe Dreamweaver"
"Professional logo designer, Fast typist",$9,60,1,0,Admin Support,"Data Entry, Logo Desiginig, Office Package 2007, ms-excel, proof reading, editing and copy writing, fast typist accurately"
Web Designer | Wordpress Expert | Shopify Genius |,$7,0,2,0,IT & Programming,"Adobe Photoshop, WordPress, CSS, HTML5, PHP5, PHP, jQuery, Adobe Illustrator, Adobe InDesign, Adobe Dreamweaver"
,$5,0,1,0,Admin Support,"Computer Skills, Data Entry, Data Sheet Writing, Email, C, DBMS, HTML, HTML5, Javascript"
,$11,36,1,0,Writing & Translation,Word Processing
'Expert blog writer',$3,0,2,0,Writing & Translation,"English Grammar, Microsoft Word, Report Writing, Online Writing, Amplifiers and Filters"
"Windows Server-Client,Linux support,GraphicDesign",$11,0,1,0,IT & Programming,"Apache Administration, Apache Subversion (SVN), CentOS, Microsoft Certified Information Technology Professional (MCITP), Microsoft Server, Microsoft Windows Server, System Administration, TCP/IP, Ubuntu, VMware Administration"
Expert Fresh water ecology and Wildlife,$7,0,1,0,Writing & Translation,"Content Writing, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, ArcGis, Field-Map, Wildlife Research, Statistical Analysis"
Smartly Creative (UI/UX Expert),$11,60,4,0,IT & Programming,"HTML5, CSS, HTML, Javascript, XHTML, Adobe Photoshop, Adobe Illustrator, Adobe Fireworks, WordPress, Adobe Dreamweaver"
PHP Programmer | WordPress Developer,$16,0,2,0,IT & Programming,"jQuery, AJAX, HTML, CSS, PHP Programmer, WordPress Developer, WordPress"
Web Designer | Wordpress Expert | Shopify Expert,$4,0,3,0,IT & Programming,"PHP5, WordPress, Web Design, jQuery, CSS3, HTML5, Adobe Photoshop, Javascript, Shopify, AJAX"
"Experienced Creative Writer, Niche Website Owner",,0,1,0,Admin Support,"Article Writing, Blogging, Copywriting, Creative Writing, Editing, Ghostwriting, Content Management, Writing"
,$22,0,1,0,Finance & Management,"WordPress, Adobe Photoshop, Microsoft Excel"
Graphic Designer,$16,0,2,0,Design & Multimedia,"Adobe Photoshop, CorelDraw, Flyer Design, Format & Layout, Logo Design, Poster Design, Print Layout Design, Print design"
,$13,0,1,0,Design & Multimedia,"Graphic Design, Web Design, Adobe Photoshop, Content Writing, Microsoft Excel, Adobe Illustrator, Adobe InDesign, WordPress"
,,0,1,0,Design & Multimedia,"Data Entry, Cisco Certified Network Associate (CCNA), Typing, Cisco, Network Administration, Network Design, Networking & Security, Cover Design, multimedia & design, Adobe Acrobat"
"WordPress, Joomla, WooCommerce,Web Development,PHP",$11,60,6,10,IT & Programming,"PSD To HTML/CSS/Javascript, WordPress, Joomla!, OpenCart, PHP, HTML5, CSS, XHTML, AJAX, jQuery"
Offshore Bees Technology and IT Services.,$16,0,1,0,IT & Programming,"PHP5, MySQL Programming, WordPress, CodeIgniter, Yii, Zend Framework, Web Design, Bootstrap, PSD to HTML, HTML5"
gghh,$13,0,1,0,Engineering & Manufacturing,jsjsjsm
"Expert HTML,Expert Wordpress",$22,0,1,0,IT & Programming,"CSS, Adobe Dreamweaver, Adobe InDesign, Adobe Photoshop, Drupal, PHP5, MySQL Administration, Content Writing, HTML5, php"
IT Specialist,$11,0,1,0,Admin Support,"Programming, Java, C++, Turbo C++, Microsoft Office, CodeBlocks, MySQL, Python, HTML, PHP"
I am a student of Bsc science in physics.,$4,0,1,0,Writing & Translation,"Microsoft Word, Creative Writing, science, microsoft exel, mathematics problems, dance, how to motivate people, earning money by convience, drama writer, story writer"
casper,$3,36,1,0,IT & Programming,"HTML, CSS, Mathematics, C"
,$3,0,1,0,Finance & Management,"Microsoft Excel, AutoCAD, CATIA, SolidWorks"
,$11,0,1,0,Admin Support,"Data Entry, Microsoft Excel, Microsoft PowerPoint, Microsoft Word, Content Writing, Creative Writing"
,$5,0,1,0,Admin Support,"Content Writing, Hindi, Letter Writing, Microsoft Word, Travel Writing, Writing, Advertising, Brand Ambassador, E-mail marketing, Freelance Marketing"
expert excel entry,$11,0,1,0,Finance & Management,"Data Entry, Microsoft Excel, Content Writing, Creative Writing, Accounting, Bookkeeping, Computer Skills, data processor"
,,0,1,0,IT & Programming,"Programming, Software Development, C++, Research, Software Engineering, NI LabVIEW, Visio, Project Management, Software Project Management, Labview"
,,0,1,0,IT & Programming,"PHP, AJAX, MySQL Administration, CSS, Javascript, jQuery, Joomla!, Android, Linux System Administration, Application Programming"
Asp.net Web Application Programmer,$13,0,1,0,IT & Programming,"C# Asp.net, Sql-Server"
I'm a good man. My skills is in programming etc.,$55,0,1,0,IT & Programming,C-programming
,$11,0,1,0,Design & Multimedia,"Microsoft Excel, Adobe Illustrator, WordPress, Content Writing, Adobe Photoshop, Illustration, Robotscope"
Expert Wordpress developer,,0,1,0,IT & Programming,"i am wordpress developer, and i also design websites."
Kool Man Kool Time,,0,1,0,IT & Programming,"Adobe Photoshop, MySQL Administration, PHP5, Javascript, Computer Skills, ASP.NET"
Creative and most appealing....Web Designer,$11,0,1,0,IT & Programming,"html5, css3, bootstrap, wordpress, joomla, php, ci, photoshop cs6, opencart, woocommerce"
Expert Graphic Designer,$5,0,2,0,Design & Multimedia,"3ds Max, Adobe Illustrator, Final Cut Pro X, CorelDraw, Logo Design, print design"
Expert Mobile App and Web Developer,$27,0,1,0,IT & Programming,".NET Framework, ADK, ADVA, API Development, ASP.NET, Android, Apache Administration, C, C#, C++"
,$3,0,1,0,Admin Support,"Microsoft Excel, Computer Skills"
"web developer, php lover",,0,1,0,IT & Programming,"CSS, jQuery, AJAX, PH, Code Ignitor, Yii, Cake PHP, ja, jqery Mobile"
,$8,0,1,0,IT & Programming,"Javascript, Bootstrap, Adobe Photoshop, WordPress, HTML5, jQuery, MySQL Administration, html, css`"
,$11,36,1,0,Admin Support,"English Grammar, Online Writing, Computer Skills, Academic Writing, Content Writing"
,,0,1,0,Writing & Translation,"Article Rewriting, English, English Proofreading, English Punctuation, Essay Writing, Hindi"
,,0,1,0,Writing & Translation,"Article Writing, Academic Writing, Article Rewriting, Blog Writing, Business Writing, Content Writing, English, English Grammar, Report Writing, Short Story Writing"
Professional Logo and Graphic Designer,$11,0,2,0,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, HTML, CSS, CSS3, HTML5, Bootstrap, website design, graphic design, Logo Design"
Expert Web Developer,$5,0,1,0,IT & Programming,"PHP5, PSD to XHTML, PSD to HTML, WordPress, PSD to Wordpress, CodeIgniter, Laravel Framework, Android, iOS Development, Web Design"
,,36,1,0,Writing & Translation,"Content Writing, Creative Writing, English, Computer Skills, Microsoft Excel, Microsoft Word, Biography Writing, Deja Vu, Fiction Writing, Investigative Reporting"
I am a perfect social Media marketer ......,$16,0,1,0,Sales & Marketing,"Facebook Marketing, internet marketing, youtube marketing, twitter followers, intagram marketing"
,$7,0,1,0,IT & Programming,"ASP.NET, Microsoft SQL Server Programming, Javascript, jQuery, Ajax Pro, C#, CSS"
Online sales and promotion of beauty products,$11,0,1,0,Sales & Marketing,"Strategic Planning, Adobe Creative Suite, Project Management, Project Planning, Project Management Professional, Retail Sales Management, Sales Promotion, Sales management, Marketing, Business Planning"
expert,$16,0,2,0,IT & Programming,"KnockoutJS, c#.net, SharePoint, Asp.net, KendoUI, SQL, Jquery, .NET Framework, ASP.NET, Microsoft Sharepoint Development"
,$33,0,1,0,Engineering & Manufacturing,Architecture
Expert in Database Driven Web/Desktop Applications,$16,0,1,0,IT & Programming,"PHP5, Android, Symfony, OOP, Java, CI, Zend, Yii, Spring, OpenCart"
A Complete Social Networking Solution For  You.,$3,0,1,0,Admin Support,"Facebook Marketing, internet markerting, bulk markerting"
Web Application Developer,$9,0,1,0,IT & Programming,".NET Framework, C#, Microsoft Visual Studio, SQL Programming, jQuery, Telerik"
"good writer, computer tasks and english skills...",$7,36,1,0,Admin Support,"Creative Writing, Computer Skills, fair english"
Expert Web Developer,$9,0,1,0,IT & Programming,"PHP, MySQL Administration, Adobe Photoshop, Content Writing, jQuery, AJAX, HTML5, Adobe Dreamweaver CS5.5"
Typing,$33,0,1,0,Sales & Marketing,"Public Speaking, Typing"
i am a web consultant,$3,0,1,0,Sales & Marketing,"Social Media Marketing, Internet Marketing, Public Relations, English, Business Writing, Advertising, Microsoft Outlook, Microsoft Word, Phone Support"
,$5,0,1,0,Finance & Management,"java, javascripts, css, play framework"
,,0,1,0,Writing & Translation,"Academic Writing, Article Rewriting, Article Writing, Article curation, Child Counseling, Content Writing, Copy Editing, Copywriting, Cover Letter Writing, Creative Writing"
I am web designer and i set up wordpress blogs.,,0,1,0,IT & Programming,"Content Writing, Creative Writing, Online Writing, Report Writing, Internet Marketing, Search Engine Marketing (SEM)"
Communication skills with Computer and Market jobs,$5,0,1,0,Sales & Marketing,"Ad Planning & Buying, CRM, Direct Marketing, E-mail marketing, Facebook Marketing, Market Research, Marketing, Computer Skills, Customer Service, Data Entry"
"graphic designer, dataentry researcher, Researcher",$5,0,2,0,Admin Support,"Blogs, Data Analytics, Data Structures, Hardware Troubleshooting, IT Management, PSD to Wordpress, Software Configuration Management, TeamViewer, Ubuntu, iOS Jailbreaking"
,$5,0,1,0,Admin Support,"Blog Writing, Translation, Writing Proposals, Research"
More than 4 years of Experienced PHP Developer,$5,0,1,0,IT & Programming,"PHP, CSS3, HTML5, PSD to HTML, PSD to Wordpress, WordPress, jQuery, Ruby on Rails, HTML, CSS"
Office Administrative and Management,$3,0,1,0,Admin Support,? work efficiently in data entry
"MBA, Finance Management, Marketing, Business",$12,0,1,0,Finance & Management,"WordPress, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Academic Writing, Blog Commenting, Essay Writing, Qualitative Research, Report Writing, Research Papers"
,,60,1,0,IT & Programming,"PHP5, MySQL Administration, Database"
,$22,0,1,0,Engineering & Manufacturing,"AutoCAD, Civil Engineering, Microsoft Excel, Microsoft Word"
Electronics Designer,$55,0,2,0,Design & Multimedia,"Search Engine Optimization (SEO), CDMA, Network Administration, Electronic Design, Digital Electronics, PCB Design, Circuit Design, C, C#, C++"
Sr. PHP Developer,$5,36,1,0,IT & Programming,"Drupal, HTML5, jQuery, XML, WordPress, PHP, AJAX, Facebook Marketing, Drupal7"
,,48,2,0,Admin Support,"Adobe Photoshop, WordPress, HTML5, Joomla!, Content Writing, Online Writing, English, Javascript"
"Php Developer,Wordpress Dev",$11,48,1,0,IT & Programming,"HTML5, PHP, MySQL Administration, jQuery, CSS, Ruby on Rails, YAML, C++, AJAX, eCommerce Consulting"
Done with Clicking,$22,0,1,0,Design & Multimedia,"Adobe Illustrator CS6, I use photoshop, Adobe premier cc, After effect, color correction, i have good idea about logo designing"
"PHP Developer, have worked in CI, MVC and HMVC.",,0,1,0,IT & Programming,"AJAX, jQuery, HTML, php, mysql, java script, code igniter"
Mobile/Web UI designer and Wordpress Developer,$11,0,1,0,IT & Programming,"Adobe Photoshop, HTML5, CSS, jQuery, PHP5, Mobile Programming, eCommerce Consulting, modx, WordPress"
,$33,0,1,0,IT & Programming,I have no any yet but i have been trained.
Expert in Ruby On Rails developement,$19,0,1,0,IT & Programming,"ruby on rails, html5, haml, slim, css, sass, javascript, coffeescript, bootstrap3, zurb-foundation"
"Sudata entry, excel, typing, finance, word, report",$3,0,2,0,Finance & Management,"Translation English Japanese, Microsoft Word, Accounting, Management Skills, Computer Skills, writing, typing, google rate and review writing, facebook likes, facebook review and rating"
Professional web development using PHP,$8,0,1,0,IT & Programming,"AJAX, CS-Cart, CodeIgniter, HTML, HTML5, JQuery Mobile, Javascript, MySQL Programming, OpenCart, PHP"
workers @expert and humble.elancer.com,$9,60,1,0,IT & Programming,"PHP5, Adobe Photoshop, Content Writing, Microsoft Excel, WordPress, HTML5, HTML, CSS, MySQL Administration, Technical Writing"
"Data entry, Powerpoint presentaion, Ms Excel etc..",$11,0,1,0,Writing & Translation,"Microsoft Excel, Microsoft Word, Computer Skills, Microsoft PowerPoint, Content Writing, Report Writing, English, Email, General Office Skills, experienced in dataentry"
PHP Developer,$16,0,1,0,IT & Programming,"PHP5, CodeIgniter, MySQL, AJAX, HTML5, CSS, jQuery, JavaScript, WordPress, PHP"
skill,$3,0,1,0,Writing & Translation,"Adobe Photoshop, English"
"Expert PHP, HTML, CSS, Java Script, Photoshop",$11,0,1,0,IT & Programming,"HTML5, CSS3, Microsoft Excel, Adobe Photoshop, JAVA SCRIPT, JOOMLA, PHP5"
,$11,48,2,0,IT & Programming,"Java, Hadoop, PHP, CodeIgniter, Application Programming, Big Data, Cloudera, Core Java, Git, HTML"
,$13,0,1,0,Admin Support,Good in English and technical skill
IT Company of Nepal,$11,0,1,0,IT & Programming,"Web Development, Android SDK, Search Engine Optimization (SEO), Adobe Illustrator, WordPress, Adobe Photoshop, Application Development, mobile application, MySQL Programming, Responsive Websites"
Creative smart graphic designer,$11,0,1,0,Design & Multimedia,"Adobe Illustrator, branding, Corporate Brand Identity, Logo"
PHP programmer,,0,1,0,IT & Programming,"Computer Skills, DOS, JOOMLA, HTML"
"Expert in PHP, MYSQL, ASP Classic, SQL, HTML,JS,Cs",$11,0,1,0,IT & Programming,"PHP5, AJAX, Facebook Marketing, Google Maps API, CSS, HTML5, Javascript, jQuery, Microsoft SQL Server Programming, MySQL Administration"
QA/QC,$11,48,1,0,IT & Programming,"Test Documentation, Social Media Marketing, Microsoft Word, Microsoft Excel, Microsoft PowerPoint, English Proofreading, Data Entry, customer support, Business Writing, Computer Skills"
One stop IT solutions,,0,1,0,IT & Programming,"WordPress, PHP5, HTML5, jQuery, Javascript, AJAX, Application Programming, CSS3, CakePHP, CodeIgniter"
php and Joomla programer,$14,0,1,0,IT & Programming,"Apache Administration, DHTML, Drupal, eCommerce Consulting, HTML, HTML5, Joomla!, jQuery, Linux System Administration, Microsoft Access Administration"
Content machine,$4,0,1,0,Design & Multimedia,"PR releases, Software Manuals, English"
,$11,0,1,0,Finance & Management,English & Nepali translation and proofreading
"Admin Supporter, Blogger, Internet marketer",$3,0,2,0,Admin Support,"Administrative Support, Computer Skills, Data Entry, Microsoft Excel, Microsoft Word, Virtual Assistant, Internet Marketing, English, Forum Posting, Blogging"
Data Entry / Researcher,$3,0,1,0,Admin Support,"Microsoft Word, Microsoft Excel"
.Net Developer,,0,1,0,IT & Programming,"c#.net, ASP.NET MVC, Javascript, Jquery, .NET Framework, .NET for Web, ADO.NET, AJAX, API Development, ASP.NET MVC"
"editing and copy pasting,data entry",$9,0,1,0,Writing & Translation,"WordPress, Microsoft Excel, Data Entry, Copy Editing"
,$3,0,1,0,Finance & Management,"Accounting, Bank Reconciliation, writing, microsoft word"
Expert WordPress and Software Developer,$3,60,1,0,IT & Programming,"ASP.NET, ASP.NET MVC, SQL Programming, MySQL Programming, AJAX, C#, C++, WordPress, PHP, Joomla"
,$20,0,1,0,Writing & Translation,we are translating documents for osaka and tokyo based companies
Emerging writer,$8,0,1,0,Writing & Translation,"Creative Writing, Computer Skills, English, WordPress, HTML, Call Center Skills, Data Entry, Email Handling"
'Data Entry',$5,0,1,0,Admin Support,"Adobe Photoshop, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Web Design, Photography, Accounting"
SEO,,0,1,0,Sales & Marketing,SEO Experts
best web app solution,$8,60,4,2,IT & Programming,"WordPress, PHP5, Android, iPhone App Development, HTML5, Adobe Photoshop, Search Engine Optimization (SEO), Adobe Illustrator, CSS3"
Accept the challenge,$44,0,1,0,Writing & Translation,"Adobe Photoshop, PHP5, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, HTML5, Knowledge of Microsoft Office"
,,0,1,0,Design & Multimedia,"Adobe Illustrator, HTML5, Adobe Photoshop"
"Innovative, Creative and Enthusiastic Designer",,0,1,0,Design & Multimedia,Adobe After Effects
(Just another) WordPress and OpenCart Developer,$15,0,2,0,IT & Programming,"PHP, WordPress, PHP5, jQuery, Javascript, Time Management, Computer Skills, English Grammar"
,$16,48,1,0,IT & Programming,"PHP5, Java, CodeIgniter, pyrocms, JUnit, SQL Programming"
,$3,0,1,0,IT & Programming,"PHP, Moodle, Linux, Network Design, Open Source Solutions, Mikrotik"
,,0,1,0,Admin Support,"Content Writing, HTML5, CSS, PHP5, MySQL Administration, HTML, jQuery, Adobe Photoshop, Adobe Illustrator, Adobe Dreamweaver"
logo designer,$3,60,4,3,Design & Multimedia,"Adobe Illustrator, Adobe Photoshop, Adobe InDesign, Adobe Illustrator CS6, Adobe InDesign CS6, CSS, CSS3, DHTML, HTML, Object Oriented PHP"
Designer,$11,0,1,1,Design & Multimedia,"Adobe Photoshop, Adobe Illustrator, Microsoft Excel, Microsoft Word, Computer Skills, Adobe Freehand, Brochure Design, Graphic Designing, flyer designing, v"
,$11,0,1,0,Sales & Marketing,very good in communicating and have a good command in english.
"Graphic Desinging, MS Office, Admin Support",$5,0,1,0,Admin Support,"DOS, Desktop Support, Microsoft Access Programming, Networking & Security, Administrative Support, Computer Skills, Data Entry, Email, General Office Skills, Microsoft Office"
Engineer,$9,0,1,0,Design & Multimedia,"dataentry, editing photos, proofreadig, planning trip to nepal, natural scenes pictures, friendship advice"
"Wordpress, CSS 2.0, Codeigniter Expert",$10,55,1,1,IT & Programming,"PHP5, CSS 2.0, Joomla 1.6; 1.7, PHP 5, MySQL Administration"
Advance Database Application Developer,$5,0,1,0,IT & Programming,".Net Platform, PL-SQL, Databases: 	Microsoft SQL Server, .NET, SQL, HTML, Visual Studio, Software Development, C#, VB.NET"
"Article writer,graphic designer,",,0,1,0,Design & Multimedia,"Adobe Photoshop, Articles writing, website designing, banner making"
I can do a lot,,0,2,0,Design & Multimedia,"English Spelling, Comedy Writing, Creative Writing, Fiction Writing, Scientific Writing, Character Design, Album Cover Design, Banner Ad Design, Book Cover Design, Cartooning"
,,0,1,0,Writing & Translation,"Google AdSense API, Google AdWords Development, Google Analytics API, Google App Engine, Google App Engine API, Google Apps, Google Docs API, Google Gadgets, Google Glass SDK, Google Maps API"
,,0,1,0,Sales & Marketing,"SEO, INTERNET MARKERTING, DESIGN"
System Administrator,$16,0,1,0,IT & Programming,"Microsoft Excel, Microsoft Word, Accounting, Financial Analysis, Cisco Certified Network Associate (CCNA), DNSsec, Firewall, IT Management, Microsoft Certified Information Technology Professional (MCITP), Network Administration"
,,0,1,0,Engineering & Manufacturing,"Electronics, Telecommunications Engineering, Microsoft Excel"
Passionate writer with good grasp of English,$8,0,1,0,Writing & Translation,"Academic Writing, Article Writing, Editing, Editorial Writing, English, English Grammar, English Proofreading, English Punctuation, English Spelling, Essay Writing"
Hard work is the key to success,$12,0,2,0,Finance & Management,"Financial Analysis, Financial Statements, Management Skills, Financial Reporting, Financial Forecasting, Business Planning, Business Analysis"
,,0,1,0,IT & Programming,"Astaro, FreeRADIUS, Xenserver, OS Virtualization, CentOS, KVM, XenClient, PHP, CodeIgniter, Cluster Development"
Wordpress Expert /Theme/PSD/XHTML/CSS/PHP/MySql,$22,60,10,87,IT & Programming,"WordPress, PHP, CakePHP"
"Front end developer, PSD to bootstrap",$9,0,2,0,IT & Programming,"HTML5, HTML, CSS, CSS3, Adobe Photoshop, Twitter Bootstrap, Skeleton Framework, jQuery, wordpress, PHP"
,$5,0,1,0,Writing & Translation,"Content Writing, Adobe Photoshop, Adobe Illustrator, Microsoft Excel, AutoCAD, Civil Engineering, Online Writing, Report Writing, Business Writing, Editing"
,,0,1,0,Design & Multimedia,"Microsoft Excel, Computer Skills, Microsoft Word, Microsoft PowerPoint, WordPress, Adobe Photoshop, pdf, typing pdf to word"
DotNet Programmer,$11,0,2,0,IT & Programming,"ASP.NET MVC, ADO.NET Entity Framework, SQL Programming, Microsoft SQL Server Programming, linq to sql, Transact-SQL, SQL, Microsoft SQL SSRS, Microsoft SQL SSAS, Microsoft SQL Server Administration"
OpenGL coder,$9,0,1,0,IT & Programming,"C++, C#, OpenGL, Java, JSF, Hibernate, spring, Data Warehouse, OBIEE, Business Intelligence"
"Expert php developer,expert web designing",$27,0,1,0,Design & Multimedia,"web design, web develop"
Full-Stack Python/Django Developer,$22,48,1,1,IT & Programming,"Linux System Administration, Python, Django, Javascript, AJAX, HTML5, CSS3, KnockoutJS, AngularJS, Zurb Foundation"
"Graphic Designer, Logo Designer, Data Entry",$5,0,1,0,Sales & Marketing,"Microsoft Excel, Content Writing, Adobe Photoshop, Android, typing, networking, Data Entry, CSS, CSS3, HTML"
expert in web page designing and a reponsible php.,$11,0,1,0,IT & Programming,"PHP5, Adobe Photoshop, HTML5, WordPress, Android, iPhone App Development, Adobe Illustrator, Microsoft Excel, MySQL Administration, .NET Framework"
UNIX system Administrator,$5,0,1,0,IT & Programming,"AIX, Computer Hardware Installation, Computer Networking, Desktop Applications, FTP, Flowcharts, HP Network Management Center (HPNMC), HP-UX, IT Management, LAN Administration"
,$11,0,1,0,IT & Programming,"Data Analytics, Data Warehousing, Microsoft Access Administration, Microsoft SQL Server Programming, Microsoft Visual Studio, MySQL Programming, QA Management"
,,0,1,0,IT & Programming,"Microsoft Windows Server, SMS"
"Sales & Marketing, Business Development & Planning",$11,0,1,0,Sales & Marketing,"Social Media Marketing, Public Relations, Salesforce App Development, Ad Posting, Advertising, Affiliate Marketing, B2B Marketing, Brand Consulting, Brochures, Direct Marketing"
SERVER ADMINISTRATOR,$16,0,1,0,Admin Support,"Microsoft Windows Server, Hardware and Networking, MS EXCEL"
Website design and development company,$11,0,1,0,Design & Multimedia,"HTML5, Adobe Photoshop, Adobe Illustrator, Search Engine Optimization (SEO), Ruby, Ruby on Rails, Adobe InDesign, Adobe Photoshop CS6, Adobe Photoshop Lightroom, Banner Ads"
Data Entry Clerk,$3,0,1,0,Admin Support,"Data Entry, Data Sheet Writing, Research"
Web Developer Group,$5,0,1,0,IT & Programming,"HTMl5, CSS3, Javascript, jquery, php, mysql, wordpress"
"SEO, content writer, article writer",$3,0,1,0,IT & Programming,"Data Entry, Data scraping, HTML5, CSS3"
,$8,0,1,0,IT & Programming,"Web Design, HTML, MySQL Programming, php, .NET Framework, Adobe Photoshop, c sharp"
"Typing,English, Data Entry",$3,0,2,0,Admin Support,"Data Entry, Microsoft Excel, Microsoft Word, Transcription, Typing, English, English Spelling"
,$11,60,1,0,Admin Support,"Computer Networking, IT Management, Mail Server Implementation, Microsoft Active Directory, Microsoft Exchange Server, Microsoft Server, Mikrotik RouterBOARD, Administrative Support, Computer Skills, Customer support"
,$9,0,1,0,Design & Multimedia,"3d Animation, HTML, Graphic Design, Logo Design, Maya, Music, Photo Editing, Typography, Video Editing, Video Production"
